BZ,34.3,Boise Inc
BZ/WS,0,Boise Inc
BGP,24.2,"Borders Group, Inc."
BWA,2520.9,BorgWarner Inc.
SAM,286,"Boston Beer Company, Inc. (The)"
BXP,6644.3,"Boston Properties, Inc."
BSX,11621.8,Boston Scientific Corporation
BTF,121.7,"Boulder Total Return Fund, Inc."
BNE,158.6,"Bowne & Co., Inc."
BYD,415.4,Boyd Gaming Corporation
BP,40931,BP p.l.c.
BPT,1569.5,BP Prudhoe Bay Royalty Trust
BRC,1167.8,Brady Corporation
BDN,679.7,Brandywine Realty Trust
BDN^C,25.9,Brandywine Realty Trust
BDN^D,30.7,Brandywine Realty Trust
BRP,672.6,Brasil Telecom Participacoes S.A.
BTM,126.1,Brasil Telecom Participacoes S.A.
BRE,1429.6,"BRE Properties, Inc."
BRE^C,67,"BRE Properties, Inc."
BRE^D,50,"BRE Properties, Inc."
BGG,876.2,Briggs & Stratton Corporation
BCO,1230.3,Brink's Company (The)
CFL,1003.3,"Brink's Home Security Holdings, Inc"
EAT,1073.4,"Brinker International, Inc."
BMY,46026,Bristol-Myers Squibb Company
BMY^,3,Bristol-Myers Squibb Company
BRS,779.6,Bristow Group Inc
BRS^,168.3,Bristow Group Inc
BSY,288,"British Sky Broadcasting Group, plc"
BR,1773.1,"Broadridge Financial Solutions, LLC"
BKD,565.7,Brookdale Senior Living Inc.
BAM,8910.5,Brookfield Asset Management Inc
BHS,115.6,Brookfield Homes Corp
BIP,261.4,Brookfield Infrastructure Partners LP
BPO,3036.4,Brookfield Properties Corporation
BRO,2957.2,"Brown & Brown, Inc."
BWS,358.5,"Brown Shoe Company, Inc."
BF/A,2830.5,Brown-Forman Corporation
BF/B,4124.9,Brown-Forman Corporation
BRT,43.3,BRT Realty Trust
BC,369.1,Brunswick Corporation
BW,258.1,Brush Engineered Materials Inc.
BT,444.9,BT Group plc
BGH,355.5,Buckeye GP Holdings LP
BPL,1560,Buckeye Partners L.P.
BKI,140.7,"Buckeye Technologies, Inc."
BKE,1006.1,"Buckle, Inc. (The)"
BBW,94.1,"Build-A-Bear Workshop, Inc."
BG,6296.6,Bunge Limited
BKC,3215.5,"Burger King Holdings, Inc."
BNI,25917.5,Burlington Northern Santa Fe Corporation
BWY,172.6,Bway Holding Company
CHP,82.2,"C&D Technologies, Inc."
BCR,8358.6,"C.R. Bard, Inc."
GYB,0,CABCO Series 2004-101 Trust
PFH,0,Cabco Tr Jcp 7.625
CAB,388.7,Cabela's Inc
CVC,3936.4,Cablevision Systems Corporation
CBT,1001,Cabot Corporation
COG,2687.2,Cabot Oil & Gas Corporation
CAI,1348,"CACI International, Inc."
CBY,2056.5,Cadbury PLC
CGT,1686.4,CAE Inc
CAP,56.8,"Cai International, Inc."
DVR,689.5,"Cal Dive International, Inc."
CHY,571.7,Calamos Convertible and High Income Fund
CHI,398.8,Calamos Convertible Opportunities and Income Fund
CHW,341.1,Calamos Global Dynamic Income Fund
CGO,76.1,Calamos Global Total Return Fund
CSQ,965.7,Calamos Strategic Total Return Fund
CCC,830.4,Calgon Carbon Corporation
CWT,961.9,California Water  Service Group Holding
ELY,600,Callaway Golf Company
CPE,56.2,Callon Petroleum Company
CPN,3123.1,Calpine Corporation
CBM,134.8,Cambrex Corporation
CPT,1669.2,Camden Property Trust
CCJ,5940.9,Cameco Corporation
CAM,4500.1,Cameron International Corporation
CPB,10783.7,Campbell Soup Company
CM,15898.3,Canadian Imperial Bank of Commerce
CNI,17835.5,Canadian National Railway Company
CNQ,21578.4,Canadian Natural Resources Limited
CP,5152.9,Canadian Pacific Railway Limited
CAJ,2066.8,"Canon, Inc."
CMN,241.5,Cantel Medical Corp.
COF,12490,Capital One Financial Corporation
COF^B,202.8,Capital One Financial Corporation
CSU,79.5,Capital Senior Living Corporation
CT,79.5,"Capital Trust, Inc."
CSE,1302.2,CapitalSource Inc
CBC,135.2,Capitol Bancorp Ltd.
CBC^A,11.9,Capitol Bancorp Ltd.
CBC^B,26.1,Capitol Bancorp Ltd.
LSE,82,Caplease Funding Inc
LSE^A,19.6,Caplease Funding Inc
CMO,633.1,Capstead Mortgage Corporation
CMO^A,3.5,Capstead Mortgage Corporation
CMO^B,206.8,Capstead Mortgage Corporation
CRR,869,"Carbo Ceramics, Inc."
CAH,12395.8,"Cardinal Health, Inc."
CRE,163.8,Care Investment Trust Inc.
CSL,1262.8,Carlisle Companies Incorporated
KMX,1737,CarMax Inc
CCL,15182.8,Carnival Corporation
CUK,181,Carnival Plc ADS
CRS,905.5,Carpenter Technology Corporation
CSV,36.6,"Carriage Services, Inc."
CRI,1084.6,"Carter's, Inc."
CAE,324.1,Cascade Corporation
HOO,122.9,Cascal N.V.
CSH,793.6,"Cash America International, Inc."
CAS,245.3,Castle (A.M.) & Co.
CAT,26946.5,"Caterpillar, Inc."
CTR,417.4,Cato Corporation (The)
CBG,885.3,CB Richard Ellis Group Inc
CBZ,534.5,"CBIZ, Inc."
CBL,431.3,"CBL & Associates Properties, Inc."
CBL^C,3.7,"CBL & Associates Properties, Inc."
CBL^D,5.4,"CBL & Associates Properties, Inc."
CBS,5092.9,CBS Corporation
CBS/A,475.8,CBS Corporation
CPV,367.4,CBS Corporation
RBV,182.4,CBS Corporation
LYV,448.8,"CCE Spinco, Inc."
CDI,244.6,CDI Corporation
CEC,550.4,"CEC Entertainment, Inc."
FUN,690,"Cedar Fair, L.P."
CDR,315,Cedar Shopping Centers Inc
CDR^A,49.3,Cedar Shopping Centers Inc
CE,1782.5,Celanese Corporation
CE^,162.8,Celanese Corporation
CLS,918.4,"Celestica, Inc."
CEL,2154.9,"Cellcom Israel, Ltd."
CX,4407.7,Cemex S.A.B. de C.V.
CNC,845.6,Centene Corporation
CNP,4343.3,"CenterPoint Energy, Inc (Holding Co)"
CTX,1322.7,Centex Corporation
EBR,883.8,Centrais Elc Braz Pfb B Elbras
EBR/B,280.9,Centrais Elc Braz Pfb B Elbras
CEE,263.5,"Central Europe and Russia Fund, Inc. (The)"
CV,247.2,Central Vermont Pub Svc
CTL,2736.8,"CenturyTel, Inc."
CVO,241.2,Cenveo Inc
CF,2795.2,"CF Industries Holdings, Inc."
GIB,2138.5,"CGI Group, Inc."
CHG,811.1,"CH Energy Group, Inc."
CHB,43.6,"Champion Enterprises, Inc."
CRL,1773.2,"Charles River Laboratories International, Inc."
CWF,51.1,"Chartwell Dividend and Income Fund, Inc."
CKP,380.8,"Checkpoint Systms, Inc."
CHE,889.7,Chemed Corp.
CHK,9717.4,Chesapeake Energy Corporation
CHK^D,206.5,Chesapeake Energy Corporation
CHK^E,320.8,Chesapeake Energy Corporation
CPK,214.7,Chesapeake Utilities Corporation
CVX,150291.6,Chevron Corporation
CCX^C,0,Chevy Chase Bank FSB
CCP^A,114.3,Chevy Chase Preferred Capital Corporation
CBI,957.5,Chicago Bridge & Iron Company N.V.
CHS,741.1,"Chico's FAS, Inc."
CIM,611.2,Chimera Investment Corporation
STV,188.5,"China Digital TV Holding Co., Ltd."
CEA,21.4,China Eastern Airlines Corporation Ltd.
CHN,300.3,"China Fund, Inc. (The)"
LFC,1260.8,China Life Insurance Company Limited
CHL,5278.2,China Mobile (Hong Kong) Ltd.
NPD,155,China Nepstar Chain Drugstore Ltd
SNP,706.3,China Petroleum & Chemical Corporation
CSR,203.1,China Security & Surveillance Technology Inc.
ZNH,47.7,China Southern Airlines Company Limited
CHA,229.9,China Telecom Corp Ltd
CHU,501,China Unicom (Hong Kong) Ltd
CYD,143.1,China Yuchai International Limited
CMG,902.5,"Chipotle Mexican Grill, Inc."
CMG/B,1055.6,"Chipotle Mexican Grill, Inc."
CQB,654.7,"Chiquita Brands International, Inc."
CQB/WS,0,"Chiquita Brands International, Inc."
CHH,1889.7,"Choice Hotels International, Inc."
CBK,198.8,Christopher & Banks Corporation
CB,18140.8,Chubb Corporation (The)
CHT,3341.8,Chunghwa Telecom Co Ltd
CHD,3930.1,"Church & Dwight Company, Inc."
RIO,8985.1,Cia Vale do Rio Doce
RIO^,8551.6,Cia Vale do Rio Doce
CBR,289,"Ciber, Inc."
CI,4578.5,CIGNA Corporation
HIS,63.9,CIGNA High Income Shares
XEC,2230,Cimarex Energy Co
CBB,444.7,Cincinnati Bell Inc
CBB^B,71.4,Cincinnati Bell Inc
CNK,805.7,Cinemark Holdings Inc
CIR,464.6,"CIRCOR International, Inc."
CIT,1296.3,CIT Group Inc (DEL)
CIT^A,180.6,CIT Group Inc (DEL)
CIT^C,288.6,CIT Group Inc (DEL)
CIT^Z,177.1,CIT Group Inc (DEL)
CDL,43.2,Citadel Broadcasting Corporation
BLW,394.7,Citigroup Inc.
C,36566.4,Citigroup Inc.
C^E,562,Citigroup Inc.
C^F,719.4,Citigroup Inc.
C^G,0,Citigroup Inc.
C^I,0,Citigroup Inc.
C^M,1266.4,Citigroup Inc.
C^O,295.4,Citigroup Inc.
C^P,0,Citigroup Inc.
C^Q,332.6,Citigroup Inc.
C^R,281.6,Citigroup Inc.
C^S,581.6,Citigroup Inc.
C^U,609.4,Citigroup Inc.
C^V,646.4,Citigroup Inc.
C^W,840.6,Citigroup Inc.
C^Z,919.1,Citigroup Inc.
CTZ^A,75.3,"Citizens Republic Bancorp, Inc."
CIA,425.1,"Citizens, Inc."
CYN,2346,City National Corporation
CKR,474.3,"CKE Restaurants, Inc."
CLC,1684.7,CLARCOR Inc.
GOF,94.3,Claymore/Guggenheim Strategic Opportunities Fund
CLH,1505.1,"Clean Harbors, Inc."
CCO,250.3,"Clear Channel Outdoor Holdings, Inc."
CLW,0,Clearwater Paper Corporation
CNL,1375,Cleco Power LLC
CLF,2906.8,Cliffs Natural Resources Inc.
CLX,7706.9,Clorox Company (The)
CMS,2287,CMS Energy Corporation
CMS^A,4.2,CMS Energy Corporation
CMS^B,25.2,CMS Energy Corporation
CNA,4422.7,CNA Financial Corporation
SUR,847.9,CNA Surety Corporation
CNW,1218.9,"CNF, Inc."
CNH,412.4,CNH Global N.V.
CEO,1306.1,CNOOC Limited
CXG,4121.5,CNX Gas Corporation
COH,6790.2,"Coach, Inc."
COA,29.3,"Coachmen Industries, Inc."
KOF,1067.4,Coca Cola Femsa S.A.B. de C.V.
CCH,198.1,COCA COLA HELLENIC BOTTLING CO
KO,104734.6,Coca-Cola Company (The)
CCE,5869.8,"Coca-Cola Enterprises, Inc."
CDE,485.2,Coeur d'Alene Mines Corporation
CSA,164.4,"Cogdell Spencer, Inc."
RLF,100.2,"Cohen & Steers Advantage Income Realty Fund, Inc."
FOF,249.4,"Cohen & Steers Closed-End Opportunity Fund, Inc."
DVM,123.6,Cohen & Steers Dividend Majors Fund
INB,183.1,"Cohen & Steers Global Income Builder, Inc."
RPF,114,Cohen & Steers Premium Income Realty Fund Inc
RQI,148.7,Cohen & Steers Quality Income Realty Fund Inc
RNP,299.8,Cohen & Steers Reit and Preferred Income Fund Inc
RTU,374.3,Cohen & Steers REIT and Utility Income Fund Inc
UTF,446.2,Cohen & Steers Select Utility Fund
RFI,68.3,"Cohen & Steers Total Return Realty Fund, Inc."
RWF,55.3,"Cohen & Steers Worldwide Realty Income Fund, Inc."
CNS,457,Cohn & Steers Inc
CFX,457.2,Colfax Corporation
CL,34593.2,Colgate-Palmolive Company
PSS,747.3,"Collective Brands, Inc."
CNB,419,"Colonial BancGroup, Inc. (The)"
CNB^B,49.2,"Colonial BancGroup, Inc. (The)"
CSB,132.6,"Colonial BancGroup, Inc. (The)"
CXE,88.2,Colonial High Income Municipal Trust
CMK,74.2,Colonial Intermarket Income Trust I
CIF,33.6,Colonial Intermediate High Income Fund
CXH,71.6,Colonial Investment Grade Municipal Trust
CMU,77.1,Colonial Municipal Income Trust
CLP,399.8,Colonial Properties Trust
CLP^D,75,Colonial Properties Trust
CCS,451.4,Comcast Corporation
CCT,275.2,Comcast Corporation
CCW,880,Comcast Corporation
CCZ,275.7,Comcast Corporation
CMA,2987.1,Comerica Incorporated
FIX,421,"Comfort Systems USA, Inc."
CMC,1331.4,Commercial Metals Company
CTV,1093.5,"CommScope, Inc."
CBU,795.8,"Community Bank System, Inc."
CYH,1359.8,"Community Health Systems, Inc."
CIG,1110.1,Comp En De Mn Cemig ADS
CIG/C,0.2,Comp En De Mn Cemig ADS
CGV,180.3,Compagnie Generale de Geophysique-Veritas
CBD,409.5,Companhia Brasileira de Distribuicao
ABV,1836.3,Companhia de Bebidas das Americas - AmBev
ABV/C,78.5,Companhia de Bebidas das Americas - AmBev
SBS,686.8,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp
ELP,270.2,Companhia Paranaense de Energia (COPEL)
CCU,130.9,"Compania Cervecerias Unidas, S.A."
CTC,259.7,Compania de Telecomunicaciones de Chile S.A.
BVN,3147,"Compania Mina Buenaventura, S.A."
CMP,1902.1,Compass Minerals Intl Inc
CPX,610.9,"Complete Production Services, Inc."
CMZ,103.3,Compton Petroleum Corp
CSC,5323.1,Computer Sciences Corporation
CIX,12.5,CompX International Inc.
CRK,2174.3,"Comstock Resources, Inc."
CAG,7376.9,"ConAgra Foods, Inc."
CXO,1933,Concho Resources Inc.
COP,79379.2,ConocoPhillips
CNO,957,"Conseco, Inc."
CNX,5178.5,CONSOL Energy Inc.
ED,10652.4,"Consolidated Edison, Inc."
ED^A,162.8,"Consolidated Edison, Inc."
ED^C,12.4,"Consolidated Edison, Inc."
CGX,252.4,"Consolidated Graphics, Inc."
STZ,3074.8,Constellation Brands Inc
STZ/B,377.3,Constellation Brands Inc
CEG,4498,"Constellation Energy Group, Inc."
CEG^A,342,"Constellation Energy Group, Inc."
CAL,1997,"Continental Airlines, Inc."
CLR,3503.4,"Continental Resources, Inc."
CVG,782.4,Convergys Corporation
COO,740.1,"Cooper Companies, Inc. (The)"
CBE,5066,"Cooper Industries, Ltd."
CTB,362.9,Cooper Tire & Rubber Company
CPA,922.2,"Copa Holdings, S.A."
BAK,38.4,Copene-Petroquimica do Nordeste
CLB,1379.5,Core Laboratories N.V.
CPO,2148.9,"Corn Products International, Inc."
CRN,274.3,"Cornell Corrections, Inc."
GLW,14812.7,Corning Incorporated
BCA,5.3,Corpbanca
GYA,0,Corporate Asset Backed Corp CABCO
GYC,0,Corporate Asset Backed Corp CABCO
OFC,1583.9,Corporate Office Properties Trust
OFC^G,39.5,Corporate Office Properties Trust
OFC^H,32.8,Corporate Office Properties Trust
OFC^J,59,Corporate Office Properties Trust
CXW,2056.5,Corrections Corporation of America
CJR,887.3,Corus Entertainmt Incorporated
CZZ,449.5,Cosan Limited
COT,92,Cott Corporation
CFC^A,332,Countrywide Financial Corporation
CFC^B,0,Countrywide Financial Corporation
CUZ,711.7,Cousins Properties Incorporated
CUZ^A,49,Cousins Properties Incorporated
CUZ^B,48,Cousins Properties Incorporated
CVD,2913,Covance Inc.
CVA,3387.9,Covanta Holding Corporation
CVH,2216.8,"Coventry Health Care, Inc."
COV,18249.6,Covidien Ltd.
CXR,135.5,"Cox Radio, Inc."
CPF,288.4,CPB Inc.
CPL,282.2,CPFL Energia S.A.
CPY,22.7,CPI Corporation
ZY^A,0,Cqs Test Secid
CR,1031.4,Crane Company
CRD/A,178.8,Crawford & Company
CRD/B,359.1,Crawford & Company
BAP,4715.3,Credicorp Ltd.
CS,1713,Credit Suisse Group
CRP,0,Credit Suisse Guernsey BRH
CRH,471.8,CRH PLC
CEM,339.5,Crompton Corporation
CRT,167.1,Cross Timbers Royalty Trust
CCI,5075.3,Crown Castle International Corporation
CCK,3094.1,"Crown Cork & Seal Company, Inc."
CRY,273.2,"CryoLife, Inc."
CSS,173.4,"CSS Industries, Inc."
CSX,12808.4,CSX Corporation
CTS,185.7,CTS Corporation
CUB,727,Cubic Corporation
CFR,3006.5,"Cullen/Frost Bankers, Inc."
CFI,25.1,"Culp, Inc."
CMI,5382.7,Cummins Inc.
CW,1501.8,Curtiss-Wright Corporation
CVI,344.6,CVR Energy Inc.
CVS,41277.2,CVS Corporation
CY,647.3,Cypress Semiconductor Corporation
CYT,999.8,Cytec Industries Inc.
DHI,2238.8,"D.R. Horton, Inc."
DAI,38482,Daimler AG
DAN,74,Dana Holding Corporation
DHR,18093.1,Danaher Corporation
DAC,368.8,Danaos Corporation
DRI,3909.3,"Darden Restaurants, Inc."
DAR,449.4,Darling International Inc.
DVA,5145.4,DaVita Inc.
DPM,231.8,"DCP Midstream Partners, LP"
DCT,879.4,DCT Industrial Trust Inc
DF,2766.5,Dean Foods Company
DE,16182.8,Deere & Company
DSF,39.3,"Defined Strategy Fund, Inc."
DSF/WD,0,"Defined Strategy Fund, Inc."
DLM,1411.8,Del Monte Foods Company
DEX,92.1,Delaware Enhanced Global Dividend
DDF,53.2,"Delaware Investments Dividend & Income Fund, Inc."
DGF,26.2,"Delaware Investments Global Dividend & Income Fund, Inc."
DK,284,"Delek US Holdings, Inc."
DFG,759.5,"Delphi Financial Group, Inc."
DFP,0,"Delphi Financial Group, Inc."
DFY,71.5,"Delphi Financial Group, Inc."
DAL,3535.9,Delta Air Lines Inc. (New)
DEL,568.6,Deltic Timber Corporation
DLX,765,Deluxe Corporation
DNR,2697.7,"Denbury Resources, Inc. (Holding Company)"
HXM,688.4,Desarrolladora Homex
DKT,0,Deutsch Bk Contingent Cap Tr V
DB,22204.5,Deutsche Bank AG
DTK,0,Deutsche Bank AG
DTT,0,Deutsche Bank AG
DUA,0,Deutsche Bank AG
DXB,0,Deutsche Bank AG
DCE,0,Deutsche Bk Cap Fdg Tr X
DT,2737.2,Deutsche Telekom AG
DDR,587,Developers Diversified Realty Corporation
DDR^G,6.3,Developers Diversified Realty Corporation
DDR^H,3.1,Developers Diversified Realty Corporation
DDR^I,2.6,Developers Diversified Realty Corporation
DVN,29011,Devon Energy Corporation
DV,4112.3,DeVry Inc.
DHT,166.4,DHT Maritime Inc.
DEO,7348.9,Diageo plc
DO,8192.7,"Diamond Offshore Drilling, Inc."
DRH,456.6,Diamondrock Hospitality Company
DSX,949,Diana Shipping inc.
DHX,253.8,"Dice Holdings, Inc."
DKS,1209.6,Dick's Sporting Goods Inc
DBD,1856.8,"Diebold, Incorporated"
DLR,2397.2,"Digital Realty Trust, Inc."
DLR^A,66.2,"Digital Realty Trust, Inc."
DLR^B,37.1,"Digital Realty Trust, Inc."
DDS,275.7,"Dillard's, Inc."
DDT,50.8,"Dillard's, Inc."
DIN,202,"DineEquity, Inc"
DFS,4573.6,Discover Financial Services
DYS,72.1,Distribucion y Servicio
DCW,23.2,Dividend Capital Global Realty Exposure Fund
DCA,28.3,Dividend Capital Realty Income Allocation Fund
DM,197.4,Dolan Media Company
DLB,1706.9,Dolby Laboratories
DTG,23.6,"Dollar Thrifty Automotive Group, Inc."
DOM,133.6,Dominion Resources Black Warrior Trust
D,20835.3,"Dominion Resources, Inc."
DPZ,267.5,Domino's Pizza Inc
UFS,823.1,Domtar Corporation
DCI,2592.1,"Donaldson Company, Inc."
DRL,403.6,Doral Financial Corporation
DEI,1589.9,"Douglas Emmett, Inc."
DOV,6122,Dover Corporation
DVD,23.2,"Dover Downs Entertainment, Inc."
DDE,48.4,Dover Downs Gaming & Entertainment Inc
DPD,150.4,Dow 30 Premium
DPO,222.3,Dow 30 Premium
DOW,13939.8,Dow Chemical Company (The)
DPL,2648.6,DPL Inc.
DPS,4122.4,"Dr Pepper Snapple Group, Inc"
RDY,266.1,Dr. Reddy's Laboratories Ltd
DWA,1974.9,"Dreamworks Animation SKG, Inc."
DCS,85.8,Dreman/Claymore Dividend & Income Fund
DRC,1413.6,Dresser-Rand Group Inc.
DW,258.1,Drew Industries Incorporated
DHF,159.4,Dreyfus High Yield Strategies Fund
DSM,269.6,"Dreyfus Strategic Municipal Bond Fund, Inc."
LEO,342.7,"Dreyfus Strategic Municipals, Inc."
DRQ,800.3,"Dril-Quip, Inc."
DST,1884.3,"DST Systems, Inc."
DSW,203.3,DSW Inc.
DTE,5815.1,DTE Energy Company
DTE^A,162,DTE Energy Company
DTE^C,77.8,DTE Energy Company
DCO,176.7,Ducommun Incorporated
DUF,279,Duff & Phelps Corporation
DNP,1415.8,"Duff & Phelps Utilities Income, Inc."
DTF,101.7,"Duff & Phelps Utilities Tax-Free Income, Inc."
DUC,273.7,"Duff & Phelps Utility & Corporate Bond Trust, Inc."
DUK,18992,Duke Energy Corporation
DRE,1615.1,Duke Realty Corporation
DRE^J,40.3,Duke Realty Corporation
DRE^K,60.6,Duke Realty Corporation
DRE^L,82.3,Duke Realty Corporation
DRE^M,70.4,Duke Realty Corporation
DRE^N,42.9,Duke Realty Corporation
DRE^O,160.2,Duke Realty Corporation
DNB,4162.1,Dun & Bradstreet Corporation (The)
DEP,276.1,Duncan Energy Partners L.P.
DFT,73.5,"Dupont Fabros Technology, Inc."
DHG,209.6,"DWS Dreman Value Income Edge Fund, Inc."
DRP,65.4,DWS Rreef World Estate & Tactical Strategies Fund Inc.
DY,323.6,"Dycom Industries, Inc."
DCP,864.7,Dyncorp International Inc.
DYN,1005.8,Dynegy Inc.
DX,79.6,"Dynex Capital, Inc."
DX^D,38.8,"Dynex Capital, Inc."
EJ,363.6,E-House (China) Holdings Limited
DD,22829.7,E.I. du Pont de Nemours and Company
DD^A,43.4,E.I. du Pont de Nemours and Company
DD^B,117.6,E.I. du Pont de Nemours and Company
SSP,92,E.W. Scripps Company (The)
EXP,801.6,Eagle Materials Inc
NGT,149,Eastern American Natural Gas Trust
EGP,892,"EastGroup Properties, Inc."
EMN,2297.7,Eastman Chemical Company
EK,1766.5,Eastman Kodak Company
ETN,8197.2,Eaton Corporation
ETV,642,Eaton Vance Corporation
ETW,1073.7,Eaton Vance Corporation
EV,2425,Eaton Vance Corporation
EOE,38.3,Eaton Vance Credit Opportunities Fund
EOI,476.2,Eaton Vance Enhance Equity Income Fund
EOS,510.5,Eaton Vance Enhanced Equity Income Fund II
EFT,299.6,Eaton Vance Floating Rate Income Trust
EVN,134,Eaton Vance Municipal Income Trust
ETJ,1262.3,Eaton Vance Risk-Managed Diversified Equity Income Fund
EFR,262.1,Eaton Vance Senior Floating-Rate Fund
EVF,124.3,Eaton Vance Senior Income Trust
EVG,220,Eaton Vance Short Diversified Income Fund
EVT,848.5,Eaton Vance Tax Advantaged Dividend Income Fund
ETO,206,Eaton Vance Tax-Advantage Global Dividend Opp
ETG,809.9,Eaton Vance Tax-Advantaged Global Dividend Income Fund
ETB,308,Eaton Vance Tax-Managed Buy-Write Income Fund
ETY,1618.4,Eaton Vance Tax-Managed Diversified Equity Income Fund
EXG,2977.5,Eaton Vance Tax-Managed Global Diversified Equity Income Fund
ECL,8711.4,Ecolab Inc.
EC,0,Ecopetrol S.A.
EIX,10465,Edison International
EDR,148.8,Education Realty Trust Inc.
EW,3058.7,Edwards Lifesciences Corporation
EP,5469.7,El Paso Corporation
EP^C,166.2,El Paso Corporation
EE,811,El Paso Electric Company
EPB,1325.3,El Paso Pipeline Partners LP
ELN,2348.8,"Elan Corporation, plc"
LLY,45785.1,Eli Lilly and Company
EQ,5111.1,Embarq Corporation
AKO/A,25.4,Embotelladora Andina S.A.
AKO/B,112.8,Embotelladora Andina S.A.
ERJ,1541,Embraer-Empresa Brasileira de Aeronautica
EMC,21366.7,EMC Corporation
EME,1468.4,"EMCOR Group, Inc."
EMS,348.9,Emergency Medical Services Corporation
EBS,781.2,"Emergent Biosolutions, Inc."
ESC,392.4,Emeritus Corporation
EMR,27979.6,Emerson Electric Company
EDE,597.4,Empire District Electric Company (The)
EDE^D,48,Empire District Electric Company (The)
EIG,805.7,Employers Holdings Inc
EDN,36,Empresa Nacional de Electricidad S.A.
EOC,418,Empresa Nacional de Electricidad S.A.
ICA,48.5,Empresas Ica Soc Contrladora
ELX,573.4,Emulex Corporation
EEQ,351,Enbridge Energy Management LLC
EEP,1525.9,"Enbridge Energy, Limited Partnership"
ENB,11965.6,Enbridge Inc
ECA,34869.3,Encana Corporation
EAC,1346.5,Encore Acquisition Company
ENP,407,Encore Energy Partners LP
ENH,1739.6,Endurance Specialty Holdings Ltd
ENH^A,115.1,Endurance Specialty Holdings Ltd
EGN,2103.2,Energen Corporation
ENR,3156.9,"Energizer Holdings, Inc."
EPL,43.3,"Energy Partners, Ltd."
ETE,3612.1,"Energy Transfer Equity, L.P."
ETP,5170.3,ENERGY TRANSFER PARTNERS
ES,498.9,EnergySolutions Inc
ERF,2541.7,Enerplus Resources Fund
ENI,835.8,Enersis S A
ENS,527.8,Enersys
BEO,65.8,Enhanced S&P 500 Covered Call Fund Inc.
E,2025.5,ENI S.p.A.
EBF,313.1,"Ennis, Inc."
NPO,436.7,Enpro Industries
ESV,4026.3,ENSCO International Incorporated
ETM,37.2,Entercom Communications Corporation
EHA,101,"Entergy Arkansas, Inc."
EHB,96.2,"Entergy Arkansas, Inc."
ETR,15739,Entergy Corporation
ETR^A,498.7,Entergy Corporation
EHL,145.5,"Entergy Louisiana, Inc."
EMO,93.5,"Entergy Mississippi, Inc."
EMQ,12954.6,"Entergy Mississippi, Inc."
EPE,2147.2,Enterprise GP Holdings L.P.
EPD,9076.6,Enterprise Products Partners L.P.
ENT,31.9,Enterra Energy Trust
EPR,979.6,Entertainment Properties Trust
EPR^B,47.2,Entertainment Properties Trust
EPR^C,68.9,Entertainment Properties Trust
EPR^D,57.5,Entertainment Properties Trust
EPR^E,61.2,Entertainment Properties Trust
EVC,75.4,Entravision Communications Corporation
ENZ,182.8,"Enzo Biochem, Inc."
EOG,16617.1,"EOG Resources, Inc."
EFX,3349.7,"Equifax, Inc."
EQT,4387.4,"Equitable Resources, Inc."
ELS,953.5,"Equity Lifestyle Properties, Inc."
EQY,1357.1,"Equity One, Inc."
EQR,8111.7,Equity Residential
EQR^E,65.5,Equity Residential
EQR^H,8,Equity Residential
EQR^N,12.5,Equity Residential
EQS,35.5,"Equus Total Return, Inc."
ESE,1069.7,ESCO Technologies Inc.
ESS,2056.5,"Essex Property Trust, Inc."
EL,3662.7,"Estee Lauder Companies, Inc. (The)"
ESL,1124.9,Esterline Technologies Corporation
DEG,657.6,"Etablissements Delhaize Freres et Cie Le Lion"" S.A."""
ETH,412.5,Ethan Allen Interiors Inc.
EEA,66.7,"European Equity Fund, Inc. (The)"
EVR,148.8,Evercore Partners Inc
RE,4676.1,"Everest Re Group, Ltd."
RE^B,185.8,"Everest Re Group, Ltd."
EOD,466,Evergreen Global Dividend Opportunity Fund
EBI,142.9,Evergreen International Balanced Income Fund
EXM,140.1,"Excel Maritime Carriers, Ltd."
XCO,1911,EXCO Resources NL
EXC,36587,Exelon Corporation
XJT,32.2,Expressjet Holdings Inc
EXH,1378.3,"Exterran Holdings, Inc."
EXR,882.4,Extra Space Storage Inc
XOM,406067.2,Exxon Mobil Corporation
FNB,1183.4,F.N.B. Corporation
FDS,2095.6,FactSet Research Systems Inc.
FIC,817.3,"Fair, Isaac and Company, Incorporated"
FA,7.5,Fairchild Corporation (The)
FCS,607,"Fairchild Semiconductor International, Inc."
FFH,5537,Fairfax Financial Holdings Ltd
FRP,291.9,"Fairpoint Communications, Inc."
FDO,3647.2,"Family Dollar Stores, Inc."
FFG,447.7,"FBL Financial Group, Inc."
AGM,30.1,Federal Agricultural Mortgage Corporation
AGM/A,3,Federal Agricultural Mortgage Corporation
FRE,472.4,Federal Home Loan Mortgage Corporation
FRE^B,3.8,Federal Home Loan Mortgage Corporation
FRE^F,4.4,Federal Home Loan Mortgage Corporation
FRE^G,1.5,Federal Home Loan Mortgage Corporation
FRE^H,4,Federal Home Loan Mortgage Corporation
FRE^K,3.7,Federal Home Loan Mortgage Corporation
FRE^L,1.5,Federal Home Loan Mortgage Corporation
FRE^M,2.6,Federal Home Loan Mortgage Corporation
FRE^N,1.5,Federal Home Loan Mortgage Corporation
FRE^O,1.9,Federal Home Loan Mortgage Corporation
